id	text	HS	TR	AG
332	sp000 nc0s000 vmip000 vaip000 nc0s000 np00000 vmip000 nc0s000 aq0000 np00000 np00000 vmsp000 nc0s000 sp000 nc0s000 np00000 np00000 np00000	0	0	0
333	nc0n000 aq0000 np00000 np00000 np00000 np00000	0	0	0
334	np00000 nc0s000 nc0s000 vmsp000 vmm0000 nc0s000 nc0s000 np00000 vmsp000 aq0000 nc0s000 np00000 z0 np00000 fc nc0s000 np00000 aq0000 np00000 vmis000 np00000 sp000 nc0s000 aq0000	1	0	0
335	nc0n000 aq0000 nc0p000 np00000 np00000	0	0	0
336	rg np00000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 cc np00000 np00000 np00000 np00000 vmip000 nc0s000 sp000 np00000 nc0s000 fat	1	0	1
337	np00000 np00000 np00000 aq0000 np00000 np00000 np00000 z0 nc0n000 cc nc0p000 pr000000 sp000 nc0s000 cc fx nc0p000 aq0000 vmn0000 nc0s000 aq0000 pd000000 vmip000 w pp000000 vmip000 nc0s000 vmn0000 np00000 np00000	0	0	0
338	np00000 vmip000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 vmif000 nc00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
339	word np00000 aq0000 nc0n000 np00000	1	0	0
340	np00000 np00000 np00000 vmsp000 word nc0p000 np00000 np00000	0	0	0
341	np00000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fh np00000 fh np00000 aq0000 z0 np00000 aq0000 np00000 nc0s000 np00000 fx nc0s000 np00000 vmsp000 nc0s000 da0000 nc00000 np00000 vsis000 np00000 np00000 np00000 np00000 fh aq0000 nc0s000 fat	0	0	0
342	np00000 vm00000 di0000 nc0s000 aq0000 vmsp000 nc0s000 aq0000 vmip000 sp000 np00000 np00000 np00000 sp000 np00000 fp np00000 nc0s000 sp000 nc0s000 nc0s000 sp000 nc0s000 nc0s000	0	0	0
343	np00000 np00000 aq0000 vmip000 np00000 nc0s000 nc0s000	0	0	0
344	np00000 np00000 vsip000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vssp000 vmis000 vmsp000 vmsp000 nc0s000 np00000 np00000 np00000 sp000 np00000 np00000 np00000 np00000 vaip000 vaip000 fh vaip000 vmip000 nc0s000 sp000 nc0s000 nc0s000 np00000 nc0s000 np00000 np00000 np00000	0	0	0
345	np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	0
346	np00000 vmip000 aq0000 np00000 np00000 np00000 np00000 np00000	1	0	1
347	np00000 vmis000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc00000 np00000	1	0	1
348	np00000 np00000 nc0s000	0	0	0
349	np00000 fh np00000 nc00000 i np00000 nc0s000 rg aq0000 np00000 np00000 np00000 np00000 vmip000 np00000 np00000 vmip000 np00000 np00000 aq0000 nc0s000 np00000 pd000000 vmip000 np00000 np00000 nc0s000 np00000 np00000	1	0	1
350	np00000 vmsp000 da0000 nc0s000 nc0s000 pd000000 nc0n000 nc0s000 np00000 np00000 np00000 np00000 vmsp000 vmis000 nc0s000 np00000 nc0s000 np00000 np00000 np00000 vmip000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 cc nc0s000 nc0s000 aq0000 vmip000 np00000 np00000 np00000 np00000 np00000 sp000 np00000	1	0	0
351	np00000 np00000 np00000 np00000	1	0	0
352	np00000 np00000 np00000 vmsp000 vmsi000 vmif000 nc0p000 sp000 np00000 np00000 z0 np00000 np00000 np00000	0	0	0
353	np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 np00000 nc00000 np00000 np00000 vmsp000 np00000 np00000 np00000 np00000 fg np00000	1	0	0
354	vmip000 da0000 np00000 np00000 np00000 vmip000 nc0s000 aq0000 vmis000 vmn0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 nc0s000	0	0	0
355	np00000 vmsp000 aq0000 nc0s000 nc0s000 cc nc0s000 np00000 np00000 rg aq0000 nc0s000 aq0000 nc0n000 aq0000 aq0000 nc0s000 np00000 nc0s000 np00000 np00000	1	0	0
356	nc0n000 aq0000 nc0s000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000 np00000 pp000000 dn0000 nc0p000 np00000 np00000	0	0	0
357	np00000 np00000 np00000 np00000 nc0n000 np00000 vmip000 nc0s000 di0000 nc0s000 sp000 vmn0000 nc0s000 z0 nc0p000 np00000 np00000 np00000 np00000	0	0	0
358	vmm0000 pp000000 np00000	1	0	0
359	np00000 aq0000 vmip000 nc0s000 np00000 nc0n000 vmif000 nc0s000 np00000 np00000 np00000 nc0n000 np00000 np00000 np00000	0	0	0
360	np00000 np00000 z0 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	1
361	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 cc nc0s000 nc0p000 aq0000 vmn0000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
362	dd0000 nc0s000 fh np00000 fh np00000 nc00000 aq0000 vmm0000 np00000 np00000 np00000 aq0000 fh np00000 fh np00000 np00000 nc0s000 np00000 np00000 nc0p000 rg aq0000	1	0	0
363	np00000 np00000 np00000 np00000 np00000 nc0n000 np00000 np00000 z0 vmn0000 np00000 np00000 np00000 np00000 np00000	1	0	1
364	i nc0s000 vmn0000 z0 nc0s000 vmsp000 rg vmn0000 aq0000 pd000000 vmip000 np00000 np00000 np00000 w np00000 np00000 np00000 np00000 np00000 cc nc0p000 np00000 fc aq0000 nc0s000 cc nc0s000 np00000 np00000 nc00000 aq0000	0	0	0
365	nc0n000 vmip000 da0000 nc00000 pd000000 vmip000 np00000 vaip000 fh np00000 vmip000 fh np00000 np00000 np00000 vmsp000 nc0p000 nc0s000 np00000 vmip000 np00000 np00000 vmip000 nc0s000 sp000 nc0s000 aq0000 np00000 np00000 np00000 nc0s000 cc nc0s000 nc0s000 vmip000 sp000 np00000 nc0s000 np00000 np00000 np00000	0	0	0
366	np00000 np00000 np00000 np00000 np00000 np00000 np00000 z0 nc00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fz nc0p000 np00000 np00000 np00000 np00000	1	0	0
367	np00000 fh np00000 nc00000 da0000 nc0s000 rg np00000 np00000 np00000 vmip000 np00000 np00000 np00000 np00000 np00000 vmsp000 nc0s000 np00000 np00000	1	0	1
368	np00000 np00000 sp000 vmn0000 nc0s000 np00000 np00000 np00000 z0 nc0p000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 vmsp000 np00000 fh nc00000 aq0000 np00000 np00000 np00000 aq0000 np00000 np00000 np00000 np00000	1	0	1
369	i fh aq0000 np00000 np00000 dn0000 np00000 vmsp000 nc0p000 np00000	0	0	0
370	nc0s000 di0000 nc0s000 np00000 zm dn0000 nc00000 sp000 vmn0000 nc0s000 np00000	0	0	0
371	aq0000 np00000 np00000 vmip000 np00000 np00000 np00000 np00000 np00000 np00000 fh np00000 fh np00000 cc np00000 np00000 np00000 nc0n000 np00000 np00000 fh nc00000 fh aq0000 np00000 vmif000 aq0000 nc0s000 nc0s000 aq0000 vmip000 np00000 np00000 np00000	0	0	0
372	vaip000 vmip000 z0 np00000 np00000 vmip000 vmn0000 np00000 np00000 np00000 vmip000 np00000 np00000 np00000 np00000 np00000 vmif000 np00000 np00000	1	0	1
373	np00000 np00000 np00000 np00000 np00000 sp000 aq0000 np00000 np00000 nc0s000 cc nc0s000 vmn0000 rg np00000 vmis000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000	1	0	0
374	fd vmii000 nc0s000 aq0000 z0 nc0p000 aq0000 np00000 np00000 np00000 vmn0000 nc0s000 np00000	0	0	0
375	np00000 nc0n000 np00000 np00000 np00000	1	0	1
376	pd000000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000 np00000 np00000 vssp000 aq0000 da0000 np00000 pr000000 np00000 np00000 np00000 np00000 np00000	0	0	0
377	np00000 np00000 nc0s000 nc0s000 np00000 np00000 aq0000 nc0s000 nc0s000 nc0s000 nc0s000	1	0	0
378	np00000 np00000 np00000 np00000 np00000 np00000 sp000 nc0p000 aq0000 np00000 np00000 np00000 np00000	0	0	0
379	np00000 fh np00000 nc00000 sp000 nc0s000 aq0000 np00000 np00000 aq0000 np00000 np00000 vmis000 sp000 np00000 nc0p000	0	0	0
380	vmsp000 np00000 np00000 vmsp000 nc0p000	0	0	0
381	np00000 np00000 np00000 fat	0	0	0
382	np00000 np00000 np00000 fx np00000 fg np00000 z0 np00000 w fg np00000 np00000 fh nc00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 np00000 np00000 np00000	0	0	0
383	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 z0 np00000	0	0	0
384	np00000 np00000 np00000 np00000 np00000 z0 nc0p000 np00000	1	0	0
385	vsm0000 pd000000 vmip000 nc0p000 np00000 vmif000 vmn0000 np00000 np00000 np00000 np00000	0	0	0
386	np00000 fh aq0000 nc00000 aq0000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 sp000 np00000 cc nc0s000 vmis000 nc0s000 np00000 aq0000	0	0	0
387	fp fp fp fp fp fp dd0000 np00000 np00000 np00000 np00000 z0 np00000 np00000 cc np00000 np00000	1	0	1
388	np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmip000 np00000 aq0000 rg vmip000 dn0000 zm np00000 np00000 np00000 np00000 np00000 aq0000 aq0000 fh np00000 fh z0 nc0n000 aq0000 vmsp000 dp0000 nc0p000 np00000 np00000 np00000	0	0	0
389	i fh aq0000 vmn0000 np00000 np00000 np00000 rg nc0s000 np00000 np00000 aq0000 np00000 vmsp000 np00000	1	0	1
390	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc00000 da0000 np00000 vmip000 nc0s000 np00000 np00000 nc00000 np00000 np00000 np00000 np00000 np00000 fc np00000 np00000 np00000 np00000 np00000 fp np00000 np00000	1	0	1
391	np00000 np00000 z0 vmn0000 nc0p000 np00000 np00000 np00000 vmg0000 nc0s000 nc0s000 np00000	1	0	0
392	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fh aq0000 np00000 sp000 nc0s000 nc0s000 nc0s000 aq0000 sp000 np00000 np00000 np00000 np00000 cc np00000 aq0000 vm00000 aq0000 vmn0000 nc0n000 nc0s000 cc nc0s000 vmis000 np00000 vaip000 np00000	1	0	0
393	nc0p000 aq0000 vmis000 aq0000 aq0000 np00000 np00000	0	0	0
394	np00000 np00000 np00000 np00000 nc00000 np00000 aq0000 np00000	0	0	0
395	va00000 pp000000 nc0s000 np00000 np00000 np00000 vmip000 z0 nc0s000 sp000 vmn0000 nc0s000 aq0000 vmn0000 nc0p000 sp000 nc0p000 np00000 np00000 np00000 np00000 np00000 nc0s000 z0 va00000 pp000000 np00000 np00000 nc00000 nc00000 nc00000 np00000	1	0	0
396	dn0000 np00000 np00000 np00000 vmn0000 np00000 np00000 np00000 z0 np00000 np00000	1	0	0
397	np00000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 vmsp000 np00000 z0 zm np00000	0	0	0
398	np00000 np00000 np00000 np00000 np00000 np00000 np00000 rg np00000 np00000 np00000 np00000 vmsp000 nc0s000 vmsp000 aq0000 np00000 vmis000 aq0000 vmn0000 aq0000 np00000 np00000 np00000 np00000 np00000	1	0	1
399	i fh aq0000 nc0s000 np00000 pp000000 vmip000 nc00000 vmis000 vmsp000 vmsp000 sp000 nc0s000 np00000 vmsp000 np00000 np00000 np00000 nc0s000 aq0000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	1
400	np00000 np00000 np00000 np00000 aq0000 np00000 vaip000 np00000 vmis000 np00000 np00000 np00000 np00000 fh nc00000 fh aq0000 nc00000 pr000000 vaip000 np00000 sp000 aq0000 np00000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 pp000000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000	0	0	0
401	np00000 nc0s000 aq0000 fh np00000 fh np00000 np00000 aq0000 np00000 z0 cc nc0s000 z0 cc nc0s000 fh np00000 fh np00000 np00000 np00000 np00000 cc rg nc0s000 aq0000 aq0000 np00000 np00000 fh aq0000 nc0p000 aq0000 cc nc0s000 fh np00000 fh np00000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 vmis000 nc0s000 aq0000 np00000 fh aq0000 dd0000 nc0s000 vmic000 nc0s000 np00000 np00000 cc np00000 aq0000 np00000 np00000 fz z0	1	0	0
402	np00000 nc0s000 vsis000 nc0s000 np00000 sp000 aq0000 np00000 np00000 np00000 np00000 z0 w	1	1	0
403	nc0p000 vmn0000 nc00000 rg word aq0000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 nc0s000 np00000 np00000 vmip000 sp000 nc0n000 np00000 np00000 np00000 np00000	1	0	1
404	np00000 np00000 np00000 np00000 np00000 vmip000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 aq0000 aq0000 aq0000 np00000 np00000 fh aq0000 vmsp000 nc0p000 vs00000 np00000 np00000 np00000 np00000 vmsp000 aq0000 np00000 np00000	1	0	1
405	dn0000 nc00000 aq0000 pd000000 np00000	0	0	0
406	pp000000 vmis000 nc0s000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000	1	0	0
407	nc0n000 np00000 fh aq0000 np00000 np00000 np00000 np00000 np00000 vmis000 aq0000 nc0s000 nc0s000 nc0s000 nc0s000 np00000 vmn0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0p000 rg np00000 z0 zm np00000 np00000 fh aq0000 np00000 vmsp000 np00000 np00000 np00000 np00000	0	0	0
408	vmm0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
409	vmm0000 dt0000 nc00000 word nc0s000 np00000 np00000 np00000 np00000 np00000 vmip000 np00000 np00000 dn0000 nc0s000 np00000 np00000 nc0s000 np00000 fx nc0n000 np00000 np00000 nc0p000 np00000 vmip000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 z0 vaip000 sp000 nc0s000 cc fx sp000 np00000 np00000 np00000	0	0	0
410	nc0s000 aq0000 vaip000 vmp0000 np00000 z0 nc0p000 np00000 vssp000 vmp0000 vmn0000 pd000000 vmn0000	0	0	0
411	sp000 vmsp000 da0000 nc0s000 np00000 np00000 np00000 nc0s000 cc nc0s000 vmip000 sp000 da0000 nc0s000 aq0000 vmip000 nc0s000 np00000 np00000 np00000 np00000	1	0	0
412	vaic000 rg aq0000 vmip000 nc0s000 di0000 nc0s000 vm00000 np00000 np00000 np00000 np00000 fg	1	0	0
413	pp000000 vmip000 np00000 np00000 vaip000 nc0s000 aq0000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 nc0p000 np00000 vmsp000 np00000 np00000 np00000	1	0	0
414	np00000 np00000 np00000 np00000 np00000 np00000 sp000 nc00000 nc0s000 np00000 np00000 np00000 nc0p000 aq0000 np00000 np00000	1	0	1
415	np00000 nc0s000 cc np00000 np00000 nc00000 np00000 np00000 aq0000 np00000 np00000 np00000 vmsp000 nc0s000 np00000 aq0000 vm00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 z0 vm00000 sp000 np00000 pp000000 nc00000 aq0000 nc0s000 np00000 nc0s000 nc0s000 np00000 vaip000 fh rg vmip000 nc0s000 np00000	1	0	1
416	np00000 vmis000 np00000 vmn0000 word nc0p000 fg aq0000 np00000 np00000	0	0	0
417	np00000 np00000 np00000 vmis000 vmsp000 np00000 sp000 nc0s000 aq0000 fh aq0000 sp000 np00000 aq0000 np00000 aq0000 np00000 np00000 np00000 vaip000 vmp0000 word aq0000 np00000 vmif000 aq0000 vmn0000 np00000 np00000 vmn0000 np00000 np00000 aq0000 vm00000 sp000 nc0s000 fh aq0000 nc0s000 aq0000 nc0n000 nc0s000 word aq0000 np00000 np00000 zm nc0s000 np00000 np00000	0	0	0
418	np00000 nc0p000 vmsp000 vmn0000 sp000 pd000000 np00000 z0 da0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 aq0000 np00000 z0 da0000 np00000 np00000 np00000 np00000	0	0	0
419	vmip000 np00000 vmsp000 vmsp000 nc0s000 nc0p000 cc nc0p000 np00000 np00000 np00000 np00000 cc vmip000 da0000 nc0s000 vmip000 vaip000 fh rg vmip000 nc0s000	0	0	0
420	np00000 np00000 np00000 sp000 nc0s000 cc aq0000 vmsi000 np00000 z0 da0000 np00000 vmip000 np00000 np00000 np00000 sp000 nc00000 np00000 nc0s000 cc aq0000 np00000 np00000 np00000 np00000	0	0	0
421	np00000 vmip000 np00000 np00000 np00000 fh nc00000 fh aq0000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmn0000 nc0s000 np00000 np00000 vmip000 sp000 nc0s000 np00000 np00000 nc00000 np00000 vmis000 nc0s000 aq0000 np00000 np00000 np00000 vmsp000 nc0s000 np00000 np00000 nc0s000 np00000 fx rg np00000 vmn0000 nc0s000 np00000 np00000 np00000	0	0	0
422	nc0s000 aq0000 np00000 np00000	0	0	0
423	np00000 pd000000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 nc0s000 np00000 np00000 vmis000 sp000 np00000 vaip000 nc0s000 sp000 np00000 np00000 np00000 vmsp000 nc00000 nc00000 aq0000 cc aq0000 np00000 np00000 nc0s000 word	0	0	0
424	np00000 np00000 np00000 vmip000 sp000 nc0s000 np00000 np00000 nc0s000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 da0000 np00000 np00000 np00000	0	0	0
425	np00000 np00000 vmn0000 np00000 np00000 np00000 np00000 np00000 np00000 fg np00000 np00000 np00000 np00000 fh aq0000 sp000 nc0p000 np00000 np00000 np00000	1	0	0
426	rg vmip000 nc0s000 np00000 np00000 np00000 np00000 aq0000 vmip000 vmm0000 nc0s000 np00000 np00000 np00000 nc0n000 aq0000 nc0n000 fs np00000	0	0	0
427	np00000 np00000 z0 vmsp000 vmis000 sp000 np00000 fit np00000 vmis000 np00000 sp000 vmn0000 dt0000 nc00000 da0000 aq0000 nc0s000 rg nc00000 nc0s000 np00000 nc0s000 z0 nc0s000 np00000 np00000 np00000 np00000 nc0s000 vmip000 nc0s000 vmn0000 da0000 nc0s000 aq0000 vmip000 np00000 aq0000 np00000 dn0000 zm np00000 aq0000 nc0s000 np00000	1	0	1
428	np00000 np00000 np00000 np00000 np00000 aq0000 np00000 aq0000 vmsp000 nc0n000 np00000 z0	0	0	0
429	np00000 vmip000 vaip000 vmp0000 rg aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 vmip000 nc0s000 np00000 np00000 np00000 nc0s000 aq0000 vmsp000 np00000 np00000 nc0s000 cc nc0s000 nc00000 rg aq0000 vmsp000 np00000	0	0	0
430	pp000000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fx np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	1
431	np00000 np00000 dn0000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 sp000 nc0s000 nc0s000 np00000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 sp000 w	0	0	0
432	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fat np00000 np00000 z0 np00000 np00000 np00000 np00000 np00000	1	0	1
433	np00000 np00000 np00000 z0 vmsp000 nc0s000 sp000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 vmn0000 nc00000 np00000 np00000 np00000 np00000 nc0s000 nc0s000 cc vmis000 sp000 da0000 np00000	1	0	0
434	nc0n000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 pp000000 np00000	0	0	0
435	np00000 np00000 np00000 np00000 nc0p000 np00000 np00000 z0 aq0000 np00000 np00000 np00000 vmsp000 nc0s000 vmsp000 nc0s000 fh np00000 vmsp000 nc00000 np00000 np00000 nc00000 aq0000 np00000 np00000	1	0	0
436	np00000 vmsp000 nc0p000 np00000 np00000 np00000 np00000	1	0	1
437	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vaip000 vmp0000 vmn0000 np00000 np00000 np00000	0	0	0
438	np00000 np00000 fh nc0s000 np00000 aq0000 pn000000 np00000 np00000 np00000 vmn0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fat np00000 fat np00000	1	0	0
439	np00000 np00000 vaip000 fh rg vmip000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000 np00000 np00000 np00000 nc0p000 np00000 np00000 np00000 np00000	0	0	0
440	np00000 fh aq0000 np00000 np00000 nc0p000 rg aq0000 nc0p000 nc0s000 np00000 np00000 np00000 np00000 aq0000 vmn0000 np00000	1	0	1
441	np00000 np00000 np00000 nc0s000 np00000 nc0s000 np00000 np00000 aq0000 np00000 np00000 np00000 np00000 vmis000 aq0000 nc0p000 sp000 nc0s000 cc nc0s000 np00000	0	0	0
442	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
443	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 nc0p000 nc0s000 np00000 np00000 np00000 np00000	0	0	0
444	rg np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	1
445	np00000 np00000 va00000 np00000 nc0p000 vmn0000 nc0s000 aq0000 nc0p000 np00000 np00000 vmip000 np00000 np00000 np00000	0	0	0
446	va00000 z0 nc0s000 nc0s000 aq0000 nc0s000 vmn0000 nc0s000 nc0p000 np00000 z0 cc dn0000 da0000 np00000 vmsi000 nc0s000 vm00000 np00000 np00000 sp000 aq0000 np00000 np00000	0	0	0
447	i vmm0000 np00000 np00000 np00000 vmn0000 da0000 np00000 vmif000 aq0000 np00000 np00000 np00000 np00000 np00000 fg aq0000 np00000 np00000 fg	0	0	0
448	i np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fat np00000 z0 np00000 np00000 np00000 np00000 np00000 np00000 fat np00000 np00000 np00000 np00000 nc0s000 aq0000 vmsp000 nc0p000 np00000	1	0	1
449	np00000 vmis000 np00000 np00000 np00000 np00000 vmif000 nc0s000 nc0p000 aq0000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 pd000000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
450	np00000 vmip000 rg vmsp000 sp000 np00000 vmsp000 word np00000 np00000 np00000 aq0000 nc0p000 aq0000	1	0	1
451	np00000 vmn0000 np00000 np00000 np00000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
452	np00000 np00000 np00000 zm np00000 vmsp000 nc0s000 nc0p000 aq0000 np00000 np00000 np00000 np00000 np00000 nc00000 nc00000 np00000 np00000 np00000 np00000 np00000 nc00000 nc00000 nc0s000 np00000 np00000 np00000 np00000 np00000 vaip000 vmp0000 vm00000 np00000	0	0	0
453	sp000 nc0s000 word nc0s000 cc nc0s000 nc0s000 nc0s000 np00000 np00000 fh aq0000 nc0s000	0	0	0
454	vmip000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
455	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 dn0000 np00000 np00000 np00000 np00000 nc0s000 cc nc0s000	1	0	1
456	np00000 np00000 np00000 pd000000 vmif000 nc0p000 rg aq0000 np00000 np00000 np00000 np00000 sp000 vmn0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc00000 pd000000 aq0000 vmip000 nc0s000 np00000 np00000 np00000	0	0	0
457	np00000 vmip000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	0
458	np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 nc0n000 np00000 np00000 np00000 aq0000 vmn0000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmip000 np00000 np00000 word vaip000 fh rg vmip000 nc0s000 np00000	0	0	0
459	np00000 np00000 np00000 np00000 np00000 np00000 nc0n000 vmsp000 nc0s000 vmn0000 da0000 np00000 np00000 np00000	1	0	1
460	va00000 np00000 np00000 np00000 np00000 vm00000 di0000 nc0s000 np00000 sp000 nc0s000 nc0s000 np00000 aq0000 word np00000 np00000 vmis000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 nc0n000 aq0000 vmip000 np00000 np00000 vmip000 np00000 np00000 np00000 fh aq0000 z0 w aq0000 aq0000 np00000 z0 nc0p000	0	0	0
